Molecule ChEMBL ID,Standard Type,Standard_Value,Standard Units,canon_smiles
CHEMBL480010,IC50,7700.0,nM,Cc1cc(C(=O)N(c2ccccc2)C(C)C)nn1-c1ccccc1C(=O)N1CCc2ccccc2C1
CHEMBL446607,IC50,1050.0,nM,Cc1cc(C(=O)N(c2ccccc2)c2ccccc2)nn1-c1ccccc1C(=O)N1Cc2ccccc2CC1CNS(C)(=O)=O
CHEMBL449546,IC50,40.0,nM,CCCCN(CCCC)C(=O)c1nn(-c2ccc(NC(=O)Cc3ccccc3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl
CHEMBL481581,IC50,160.0,nM,CCCCN(CCCC)C(=O)c1nn(-c2ccccc2C(=O)N2Cc3ccccc3CC2CN)c(C)c1Cl
CHEMBL414287,IC50,29070.0,nM,CCC(C)C(NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCCN)NC(=O)C(CC(C)C)NC(=O)C(CS)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(N)CCCCN)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CO)C(=O)O
CHEMBL508864,Ki,1.0,nM,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1
CHEMBL525454,EC50,6129.0,nM,CCC(C)C(NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)C(Cc1ccc2ccccc2c1)NC(=O)C(CCC(N)=O)NC(=O)CN)C(=O)NC(C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(CCCNC(=N)N)C(=O)O)C(C)CC)C(C)CC
CHEMBL498869,EC50,16970.0,nM,CCC(C)C(NC(=O)C(C)NC(=O)C(Cc1ccc2ccccc2c1)NC(=O)C(CCC(N)=O)NC(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)CN)C(C)C)C(=O)NC(C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(CCCNC(=N)N)C(=O)O)C(C)CC)C(C)CC
CHEMBL1672068,Ki,445.0,nM,Cc1ccc(Oc2ccc3c4c(cccc24)C2=NC(=O)C(C#N)=C23)cc1
CHEMBL1824190,Ki,158.0,nM,CCC(C)c1ccc(Oc2ccc3c4c(cccc24)C2=NC(=O)C(C#N)=C23)cc1
CHEMBL412842,AC3,10.0,uM,CC[Si](CC)(CC)OOC1C=CC(OC2C(C)CC(C)C3C2C=CC2C(C)=CCC(OC4CC(C)([N+](=O)[O-])C(NC(=O)OC)C(C)O4)C(C)=CC4C(OC(C)=O)C=C(C=O)CC45OC(O)=C(C5=O)C(=O)C23C)OC1C
CHEMBL4111735,IC50,806.98,nM,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])CC34CCC(CC3=O)C4(C)C)cc2C(=O)N2Cc3ccccc3CC2CO)n1
CHEMBL3927294,IC50,20.0,nM,CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C(=O)OCC)nn1-c1ccc(Oc2cccc(Cl)c2)cc1
CHEMBL3893805,IC50,120.0,nM,CCCCN(CCCC)C(=O)c1cn(CCN2CCOCC2)c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2Cc3ccccc3CC2CO)n1
CHEMBL3932880,IC50,0.6,nM,O=C(NS(=O)(=O)c1ccc(NC(CCN2CCOC(CO)C2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCC(C(O)c3ccccc3-c3ccc(Cl)cc3)CC2)cc1
CHEMBL3920752,IC50,150.9,nM,CCCCN(CCCC)C(=O)c1nn(-c2ccc(OCC(=O)O)cc2C(=O)N2Cc3ccccc3CC2CO)c(C)c1Cl
CHEMBL3938600,IC50,714.5,nM,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3ccccc3Cl)cc2C(=O)N2Cc3ccccc3CC2CO)n1
CHEMBL3890556,IC50,639.96,nM,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3cn(C)cn3)cc2C(=O)N2Cc3ccccc3CC2CO)n1
CHEMBL3704810,IC50,6.0,nM,COc1ccc(C(=O)N2Cc3ccccc3CC2CN2CCOCC2)c(-c2cc(C(=O)N(c3ccccc3)c3ccc(O)cc3)c(C)n2C)c1
CHEMBL3704816,IC50,2.0,nM,Cc1c(C(=O)N(C2=CC3C(C=CN3C)N=C2)c2ccc(O)cc2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3CC2CN2CCOCC2)n1C
CHEMBL3967288,IC50,957.15,nM,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3cc(Cl)ccc3F)cc2C(=O)N2Cc3ccccc3CC2CO)n1
CHEMBL3904990,IC50,855.19,nM,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3ccc(-c4ccn(C)n4)cc3)cc2C(=O)N2Cc3ccccc3CC2CO)n1
CHEMBL3890050,IC50,651.76,nM,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3c(C)nn(C)c3C)cc2C(=O)N2Cc3ccccc3CC2CO)n1
CHEMBL3982160,IC50,843.13,nM,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3ccc(-c4noc(C)n4)cc3)cc2C(=O)N2Cc3ccccc3CC2CO)n1
CHEMBL4110818,Ki,0.013999999999999999,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC5CC6C=CC5C6)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3650631,Ki,18.59,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC5CCN(C6CCOCC6)CC5)c([N+](=O)[O-])c4)c(Oc4c(F)cccc4Cl)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3904990,IC50,757.03,nM,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3ccc(-c4ccn(C)n4)cc3)cc2C(=O)N2Cc3ccccc3CC2CO)n1
CHEMBL3654172,Ki,0.049,nM,CN1CCC(Nc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(Cl)cc6)CC(C)(C)CC5)CC4)cc3Oc3ccccc3Cl)cc2[N+](=O)[O-])CC1
CHEMBL3650609,Ki,0.107,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCCN5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cccc(F)c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3650618,Ki,0.016,nM,CN(C)CCCNc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(CC4=C(c5ccc(Cl)cc5)CC(C)(C)CC4)CC3)cc2Oc2cccc(F)c2)cc1[N+](=O)[O-]
CHEMBL2063880,IC50,213000.0,nM,CN1CCN(CCCNC(=O)c2c(-c3ccccc3)c(-c3ccc(Cl)cc3)cn2CCC(O)CO)CC1
CHEMBL3800181,Ki,406.0,nM,CCOc1ccc(-c2c(NC(=O)c3ccc(C(C)(C)C)cc3)c(C(=O)O)nn2-c2ccc(Oc3ccccc3)cc2)cc1
CHEMBL3799930,Ki,385.0,nM,CC(C)c1ccc(-n2nc(C(=O)O)cc2-c2ccc(OCc3ccccc3)cc2)cc1
CHEMBL3798048,Ki,5250.0,nM,CC(C)Oc1ccc(-c2cc(C(=O)O)nn2-c2ccc(C(C)C)cc2)cc1
CHEMBL191334,Kd,15000.0,nM,COc1ccc(C2=NC(c3ccc(Cl)cc3)C(c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1
CHEMBL2314193,Ki,5300.0,nM,Cc1cc(OCCCc2c(C(=O)O)[nH]c3ccccc23)cc(C)c1Cl
CHEMBL2314508,Ki,1000000.0,nM,Cc1ccc2c(C)c(C(=O)O)oc2c1C
CHEMBL4085804,Ki,1.0,nM,Cc1c(S(C)(=O)=O)c(-c2cc(F)cc(N3CCN(c4ccc(NS(=O)(=O)c5ccc(NC(CCN6CCC(O)CC6)CSc6ccccc6)c(S(=O)(=O)C(F)(F)F)c5)cc4)CC3)c2)c(-c2ccc(Cl)cc2)n1C(C)C
CHEMBL3137309,IC50,7.4,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL269555,IC50,5600.0,nM,CSCCC(NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)CNC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CC(C)C)NC(=O)C(N)CC(N)=O)C(=O)NC(CO)C(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(CCC(=O)O)C(=O)NCC(=O)O
CHEMBL51483,IC50,500.0,nM,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O
CHEMBL439187,AC3,3.6,uM,COC(=O)NC1C(C)OC(OC2CC=C(C)C3C=CC4C(OC5C=CC(O)C(C)O5)C(C)CC(C)C4C3(C)C(O)=C3C(=O)OC4(CC(C=O)=CC(OC(C)=O)C4C=C2C)C3=O)CC1(C)[N+](=O)[O-]
CHEMBL412146,AC3,3.9,uM,COC(=O)NC1C(C)OC(OC2CC=C(C)C3C=CC4C(OC5CCCCO5)C(C)CC(C)C4C3(C)C(O)=C3C(=O)OC4(CC(C=O)=CC(OC(C)=O)C4C=C2C)C3=O)CC1(C)[N+](=O)[O-]
CHEMBL3037901,AC3,3.0,uM,COC(=O)NC1C(C)OC(OC2CC=C(C)C3(C)C=CC4C(OC5CC(OC(C)=O)C(OC(C)=O)C(COC(C)=O)O5)C(C)CC(C)C4C3(C)C(O)=C3C(=O)OC4(CC(C=O)=CC(OC(C)=O)C4C=C2C)C3=O)CC1(C)[N+](=O)[O-]
CHEMBL352815,AC3,10.0,uM,COC(=O)NC1C(C)OC(OC2CC=C(C)C3C=CC4C(O)C(C)CC(C)C4C3(C)C(O)=C3C(=O)OC4(CC(C=O)=CC(OC(C)=O)C4C=C2C)C3=O)CC1(C)[N+](=O)[O-]
CHEMBL483083,Ki,230.0,nM,O=C(OC1Cc2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1
CHEMBL206452,Ki,100000.0,nM,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2
CHEMBL3985364,IC50,314.95,nM,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3ccccc3F)cc2C(=O)N2Cc3ccccc3CC2CO)n1
CHEMBL3932360,IC50,834.15,nM,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3sc4ccc(F)cc4c3C)cc2C(=O)N2Cc3ccccc3CC2CO)n1
CHEMBL370836,Ki,231.0,nM,CC1(C)CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NC(CCCCN)CSc4ccccc4)c([N+](=O)[O-])c3)cc2)CC1
CHEMBL204915,Ki,10000.0,nM,O=C(NS(=O)(=O)c1ccc(NCCSc2ccccc2)c([N+](=O)[O-])c1)c1ccc(N2CCOCC2)cc1
CHEMBL380433,Ki,1230.0,nM,COc1cc(CCCN(C)C)ccc1-c1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1
CHEMBL3976266,IC50,511.57,nM,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3ccc4c(c3)OCCO4)cc2C(=O)N2Cc3ccccc3CC2CO)n1
CHEMBL376408,EC50,8.3,nM,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-]
CHEMBL218408,EC50,33.0,nM,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4cccc(Cl)c4)CC3)cc2)cc1[N+](=O)[O-]
CHEMBL218524,EC50,27.0,nM,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccccc4Cl)CC3)cc2)cc1[N+](=O)[O-]
CHEMBL414941,AC3,10.0,uM,COC(=O)NC1C(C)OC(OC2CC=C(C)C3C=CC4C(OC5CC(OC(C)=O)C(OC(C)=O)C(C)O5)C(C)CC(C)C4C3(C)C(O)=C3C(=O)OC4(CC(C=O)=CC(OC(C)=O)C4C=C2C)C3=O)CC1(C)[N+](=O)[O-]
CHEMBL4473013,IC50,27600.0,nM,O=C(NS(=O)(=O)c1ccc(NC(CCN2CCOCC2)CSc2ccccc2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(F)cc2S(=O)(=O)F)cc1
CHEMBL508790,EC50,29875.0,nM,CCC(C)C(NC(=O)C(C)NC(=O)C(CCSC)NC(=O)C(CCC(N)=O)NC(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)CN)C(C)C)C(=O)NC(C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(CCCNC(=N)N)C(=O)O)C(C)CC)C(C)CC
CHEMBL396500,Ki,260000.0,nM,C=CCOC(=O)C(Cc1ccccc1)N1C(=O)C(=C(c2ccccc2)c2ccccc2)SC1=S
CHEMBL4446373,IC50,99000.0,nM,CS(=O)(=O)c1cc(C(=O)NS(=O)(=O)c2ccc(NC(CCN3CCOCC3)CSc3ccccc3)c([N+](=O)[O-])c2)ccc1-c1ccc(F)cc1
CHEMBL3650575,Ki,16.83,nM,O=C(NS(=O)(=O)c1ccc(NCCCN2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)cc1Oc1cccc(OCc2ccccc2)c1
CHEMBL3650580,Ki,0.9590000000000001,nM,O=C(NS(=O)(=O)c1ccc(NCCCN2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)cc1Oc1cccc(-c2ccncc2)c1
CHEMBL3639530,Ki,0.166,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4ccccc4-c4cn[nH]c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3654165,Ki,1.16,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4ccccc4-c4ccn[nH]4)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3654168,Ki,21.29,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCC(F)(F)CC5)c([N+](=O)[O-])c4)c(Oc4cc5cc[nH]c5cc4F)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL4440978,Ki,359000.0,nM,CCc1sc2ncnc(NC(C)C(=O)O)c2c1-c1ccc(SC)cc1
CHEMBL387142,EC50,940.0,nM,Cc1ccccc1CN1CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NC(CCN(C)C)CSc4ccccc4)c([N+](=O)[O-])c3)cc2)CC1
CHEMBL385101,Ki,3.4,nM,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC(=Cc4ccc(F)cc4)CC3)cc2)cc1[N+](=O)[O-]
CHEMBL373712,Ki,8.1,nM,COC1(Cc2ccccc2)CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NC(CCN(C)C)CSc4ccccc4)c([N+](=O)[O-])c3)cc2)CC1
CHEMBL221856,Ki,3.5,nM,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4NC4CCCCC4)CC3)cc2)cc1[N+](=O)[O-]
CHEMBL376408,EC50,150.0,nM,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-]
CHEMBL192571,Ki,67.0,nM,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC(C)(C)CC3)cc2)cc1[N+](=O)[O-]
CHEMBL386955,Ki,6.5,nM,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC4(CC3)CC(Cc3ccccc3)=NO4)cc2)cc1[N+](=O)[O-]
CHEMBL376921,EC50,1700.0,nM,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4)CC3)cc2)cc1[N+](=O)[O-]
CHEMBL375841,Ki,2.7,nM,COC1(Cc2ccc(Cl)cc2)CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NC(CCN(C)C)CSc4ccccc4)c([N+](=O)[O-])c3)cc2)CC1
CHEMBL375842,EC50,100.0,nM,COC1(Cc2ccccc2F)CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NC(CCN(C)C)CSc4ccccc4)c([N+](=O)[O-])c3)cc2)CC1
CHEMBL426535,EC50,180.0,nM,COC1(Cc2ccccc2Cl)CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NC(CCN(C)C)CSc4ccccc4)c([N+](=O)[O-])c3)cc2)CC1
CHEMBL374271,EC50,200.0,nM,COC1(CC2CCCCC2)CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NC(CCN(C)C)CSc4ccccc4)c([N+](=O)[O-])c3)cc2)CC1
CHEMBL3311479,IC50,270.0,nM,O=C(NS(=O)(=O)c1ccc(NC(CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)nn1
CHEMBL3311486,IC50,65.0,nM,O=C(NS(=O)(=O)c1ccc(NC(CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCC(C(=O)c3ccccc3-c3ccc(Cl)cc3)CC2)cc1
CHEMBL3311489,IC50,545.0,nM,O=C(NS(=O)(=O)c1ccc(NC(CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCC([S+]([O-])c3ccccc3-c3ccc(Cl)cc3)CC2)cc1
CHEMBL3309307,IC50,10.0,nM,O=C(NS(=O)(=O)c1ccc(NC(CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCN(Cc3ccncc3-c3ccc(Cl)cc3)CC2)cc1
CHEMBL3309262,IC50,10.0,nM,CN(C)C(=O)COc1ccc(-c2ccc(Cl)cc2)c(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC(CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)c1
CHEMBL3309312,IC50,4.0,nM,CN(C)CCOc1cccc(-c2ccc(Cl)cc2)c1CN1CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NC(CCN4CCOCC4)CSc4ccccc4)c(S(=O)(=O)C(F)(F)F)c3)cc2)CC1
CHEMBL503454,IC50,100.0,nM,Cc1c(Cl)c(C(=O)N(c2ccccc2)c2ccccc2)nn1-c1ccccc1C(=O)N1Cc2ccccc2CC1CN
CHEMBL518649,IC50,380.0,nM,CCCCN(CCCC)C(=O)c1nn(-c2ccc(N)cc2C(=O)N2Cc3ccccc3CC2CN)c(C)c1Cl
CHEMBL514298,IC50,110.0,nM,Cc1cc(C(=O)N(c2ccccc2)c2ccccc2)nn1-c1ccccc1C(=O)N1Cc2ccccc2CC1C
CHEMBL467229,IC50,100.0,nM,CCCCN(CCCC)C(=O)c1nn(-c2ccccc2C(=O)N2Cc3ccccc3CC2CO)c(C)c1Cl
CHEMBL450954,IC50,250.0,nM,CCCCN(CCCC)C(=O)c1nn(-c2ccc(NS(=O)(=O)Cc3ccccc3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl
CHEMBL466801,IC50,2500.0,nM,Cc1cc(C(=O)N(C)c2ccccc2)nn1-c1ccccc1C(=O)N1CCc2ccccc2C1
CHEMBL469305,IC50,10700.0,nM,Cc1cc(C(=O)N(C)c2ccc(F)cc2)nn1-c1ccccc1C(=O)N1CCc2ccccc2C1
CHEMBL513318,IC50,230.0,nM,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccccc2C(=O)N2CCc3ccccc3C2)n1
CHEMBL481581,IC50,20.0,nM,CCCCN(CCCC)C(=O)c1nn(-c2ccccc2C(=O)N2Cc3ccccc3CC2CN)c(C)c1Cl
CHEMBL450954,IC50,3150.0,nM,CCCCN(CCCC)C(=O)c1nn(-c2ccc(NS(=O)(=O)Cc3ccccc3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl
CHEMBL502066,IC50,600.0,nM,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(NC(=O)CSc3ccccc3)cc2C(=O)N2CCc3ccccc3C2)n1
CHEMBL498873,IC50,650.0,nM,CCCCN(CCCC)C(=O)c1nn(-c2ccc(NCc3ccncc3)cc2C(=O)N2Cc3ccccc3CC2CN)c(C)c1Cl
CHEMBL473239,Inhibition,27.0,%,Cc1cc(C(=O)N(c2ccccc2)c2ccccc2)nn1-c1ccccc1C(=O)N1Cc2ccccc2CC1C
CHEMBL481775,IC50,90.0,nM,CCCCN(CCCC)C(=O)c1nn(-c2ccc(N)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl
CHEMBL520607,IC50,17300.0,nM,CCN(CC)C(=O)c1nn(-c2ccccc2C(=O)N2Cc3ccccc3CC2CO)c(C)c1Br
CHEMBL192571,Ki,67.0,nM,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC(C)(C)CC3)cc2)cc1[N+](=O)[O-]
CHEMBL376408,IC50,2.0,nM,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-]
CHEMBL2063887,Ki,15.4,nM,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)Nc2ccc(NCCNc3cccc(-c4c(-c5ccc(Cl)cc5)cn(CCC(O)CO)c4C(=O)NCCCN4CCN(C)CC4)c3)cc2)cc1[N+](=O)[O-]
CHEMBL192032,Ki,1325.0,nM,O=C1c2ccccc2C(=O)c2c1cc(O)c(O)c2O
CHEMBL4469869,Ki,1300.0,nM,Cc1cc(OCCCc2c3n(c4c(-c5c(C)nn(C)c5C)c(Cl)ccc24)C(C)CN(c2cn(C)c4ccc(C(=O)O)cc24)C3=O)cc(C)c1Cl
CHEMBL2436889,Ki,9282.0,nM,O=c1[nH]cnc2c(O)c(O)c(O)cc12
CHEMBL221750,Ki,1.0,nM,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4cccnc4)CC3)cc2)cc1[N+](=O)[O-]
CHEMBL259033,IC50,2600.0,nM,CC(C)C(=O)c1cc(C(=O)c2ccc(Oc3ccccc3)cc2)c(O)c(O)c1O
CHEMBL4560793,IC50,7660.0,nM,O=C(CCCCC(=O)NCCN1C(=O)c2cccc3c(Sc4ccc(Br)cc4)ccc(c23)C1=O)NCCCCCCCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O
CHEMBL4439691,Ki,470.0,nM,COc1ccc2c(c1)c(CC(=O)NC(Cc1ccc(OCc3ccc(C#N)cc3)cc1)C(=O)NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1)c(C)n2C(=O)c1ccc(Cl)cc1
CHEMBL51483,IC50,300.0,nM,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O
CHEMBL2436885,Ki,1113.0,nM,CC(C)c1ccc(O)c(Cn2c(-c3ccccc3)nc3c(O)c(O)c(O)cc3c2=O)c1
CHEMBL541496,IC50,670.0,nM,CCc1ccc(CCNC(=O)c2c(O)c(O)cc3c(O)c(-c4c(C)cc5c(C(=O)NCCc6ccc(CC)cc6)c(O)c(O)cc5c4O)c(C)cc23)cc1
CHEMBL1271440,Ki,460.0,nM,CC(O)(c1ccc(Cl)cc1)c1ccc(Cl)c(CCOc2ccc(-c3ccc(C(=O)O)cc3)cc2)c1
CHEMBL508211,IC50,210.0,nM,Cc1cccc(-n2nc(C(=O)N(c3ccccc3)c3ccccc3)cc2C)c1C(=O)N1Cc2ccccc2CC1CO
CHEMBL216213,IC50,100000.0,nM,COc1c(Cc2ccccc2C(C)C)cc(C(=O)Nc2ccc(S(=O)(=O)c3ccccc3C(C)(C)C)cc2)c(OC)c1OC
CHEMBL3417399,Ki,2000.0,nM,CC1=NN(c2nc(-c3ccccc3)cs2)C(=O)C1=Cc1ncc[nH]1
CHEMBL2312470,Kd,19.95,nM,Nc1ccc(Sc2ccc3c4c(cccc24)C2=NC(=O)C(NCCCc4ccccc4)=C23)cc1
CHEMBL2312481,Kd,199.53,nM,CCCCNC1=C2C(=NC1=O)c1cccc3c(N4CCSCC4)ccc2c13
CHEMBL2312474,IC50,322.0,nM,CCCCNC1=C2C(=NC1=O)c1cccc3c(Oc4ccc(C(C)C)cc4)ccc2c13
CHEMBL2325764,IC50,1.8,nM,Cc1c(C(=O)NS(C)(=O)=O)c(-c2cccc(N3CCN(c4ccc(NS(=O)(=O)c5ccc(NC(CCN(C)C)CSc6ccccc6)c([N+](=O)[O-])c5)cc4)CC3)c2)c(-c2ccc(Cl)cc2)n1C(C)C
CHEMBL2325771,IC50,1.5,nM,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)Nc2ccc(N3CCN(c4cccc(-c5c(C(=O)O)c(Cl)n(C)c5-c5ccc(Cl)cc5)c4)CC3)cc2)cc1[N+](=O)[O-]
CHEMBL3265297,Ki,6110.0,nM,O=C(O)CSc1cc(NS(=O)(=O)c2ccc(-c3ccc(Cl)cc3)cc2)c2ccccc2c1O
