Molecule ChEMBL ID,Standard Type,Standard_Value,Standard Units,canon_smiles
CHEMBL3701308,IC50,6.2,nM,COc1ccc(C(=O)N2Cc3ccccc3CC2CN2CCOCC2)c(-c2cc(C(=O)N(c3ccc(O)cc3)c3cnn(C)c3)c(C)n2C)c1
CHEMBL3701314,IC50,4.7,nM,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C)c2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4CC2C)OCO3)n1CCN
CHEMBL3701317,IC50,10.9,nM,Cc1c(C(=O)N(c2ccc(O)cc2)c2ccc(F)cc2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3CC2CN2CCOCC2)n1C
CHEMBL3908357,Ki,510.0,nM,CC(C)(C)OC(=O)N1CC(Oc2ccc(-c3ccc(Cl)cc3)cc2)CC1C(=O)NC(Cc1ccc(OCc2ccccc2)cc1)C(=O)NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1
CHEMBL4097869,Ki,410.0,nM,Cc1cc(OCCCn2ccc3cc(OCc4cccc(C(=O)O)c4)ccc32)cc(C)c1Cl
CHEMBL3701358,IC50,13.5,nM,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C)c2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4CC2C)OCO3)n1CCN1CCOCC1
CHEMBL3701368,IC50,3.6,nM,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3CC2CN2CCN3CCOCC3C2)n1C
CHEMBL3701315,IC50,7.2,nM,COc1ccc(C(=O)N2Cc3ccccc3CC2C)c(-c2cc(C(=O)N(c3ccc(O)cc3)c3cnn(C)c3)c(C)n2C)c1
CHEMBL3960836,IC50,110.0,nM,CCCCN(CCCC(F)(F)F)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl
CHEMBL3653973,Ki,0.261,nM,CN1CCN(Nc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(Cl)cc6)CC(C)(C)CC5)CC4)cc3Oc3ccc(O)cc3Cl)cc2[N+](=O)[O-])CC1
CHEMBL3701379,IC50,14.8,nM,COCCc1c(C(=O)N(c2ccc(O)cc2)c2cnc3c(c2)CCN3C)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4CC2CN2CCOCC2)OCO3)n1C
CHEMBL3703611,IC50,253.0,nM,O=C(NS(=O)(=O)c1ccc(NC(CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCC(C(O)c3ccccc3-c3ccc(Cl)cc3)CC2)cc1
CHEMBL3703615,IC50,1195.0,nM,N#CC(c1ccccc1-c1ccc(Cl)cc1)C1CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NC(CCN4CCOCC4)CSc4ccccc4)c(S(=O)(=O)C(F)(F)F)c3)cc2)CC1
CHEMBL3977288,IC50,254.5,nM,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3ccc(NC(C)=O)c(Cl)c3)cc2C(=O)N2Cc3ccccc3CC2CO)n1
CHEMBL4111781,IC50,0.3,nM,CCNCC1COCCN1CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC(C(O)c4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1S(=O)(=O)C(F)(F)F
CHEMBL3703621,IC50,0.4,nM,O=C(NS(=O)(=O)c1ccc(NC(CCN2CCOCC2CO)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCC(C(O)c3ccccc3-c3ccc(Cl)cc3)CC2)cc1
CHEMBL3956942,Ki,0.01,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CN(C6CC6)CCO5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL4090357,Ki,10000.0,nM,COc1ccc(-c2ccc(Cn3cc(C(=O)NC(Cc4ccccc4)C(=O)O)c4ccccc43)cc2)cc1
CHEMBL4061809,Ki,2600.0,nM,O=C(NC(Cc1ccccc1)C(=O)NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1)c1cn(Cc2ccc(-c3ccccc3)cc2)c2ccccc12
CHEMBL4074232,Ki,10000.0,nM,CCCOc1ccc(CC(NC(=O)c2cn(Cc3ccc(-c4ccc(Cl)cc4)cc3)c3ccccc23)C(=O)NS(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1
CHEMBL4460382,Ki,13000.0,nM,CCc1sc2ncnc(NC(C(=O)O)c3ccccc3)c2c1-c1cccc(Oc2ccc(F)cc2)c1
CHEMBL4473708,Inhibition,5.0,%,CCc1sc2ncnc(OC(Cc3ccccc3)C(=O)O)c2c1-c1ccccc1C
CHEMBL4528001,Ki,530.0,nM,COc1ccc2c(c1)c(CC(=O)NC(Cc1ccc(OCc3ccccc3)cc1)C(=O)NS(=O)(=O)c1ccc(Br)cc1)c(C)n2C(=O)c1ccc(Cl)cc1
CHEMBL4544703,Ki,440.0,nM,COc1ccc2c(c1)c(CC(=O)NC(Cc1ccc(OCc3cccc(C#N)c3)cc1)C(=O)NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1)c(C)n2C(=O)c1ccc(Cl)cc1
CHEMBL1272170,Ki,35.0,nM,CC1=C(C2=C(C)C(=O)c3c(cc(O)c(O)c3C(C)C)C2=O)C(=O)c2cc(O)c(O)c(C(C)C)c2C1=O
CHEMBL443684,Ki,1.0,nM,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC(CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1
CHEMBL3958369,Ki,1.3,nM,O=C(c1cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4CC2CN2CCOCC2)OCO3)n2c1CCCC2)N(c1ccccc1)c1ccc(O)cc1
CHEMBL4248962,Ki,800.0,nM,CC(C)(C)OC(=O)NC(Cc1ccc(OCc2ccc(C#N)cc2)cc1)C(=O)NS(=O)(=O)c1ccc(NCCCc2ccccc2)c([N+](=O)[O-])c1
CHEMBL4248508,Ki,580.0,nM,CC(C)(C)OC(=O)NC(Cc1ccc(OCc2ccc(-c3ccc(Cl)cc3)cc2)cc1)C(=O)NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1
CHEMBL3701335,IC50,26.7,nM,Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc(CNC(=O)NCc3ccccc3)ccc2C(=O)N2Cc3ccccc3CC2C)n1C
CHEMBL3701338,IC50,18.0,nM,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnc3c(ccn3C)c2)cc(-c2cc(CNC(=O)COc3ccccc3)ccc2C(=O)N2Cc3ccccc3CC2C)n1C
CHEMBL3701345,IC50,14.3,nM,COc1cc(C(=O)N2Cc3ccccc3CC2C)c(-c2cc(C(=O)N(c3ccc(O)cc3)c3cnn(C)c3)c(C)n2C)cc1F
CHEMBL3650581,Ki,71.36,nM,O=C(NS(=O)(=O)c1ccc(NCCCN2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)cc1Oc1ccc(-c2ccncc2)cc1
CHEMBL3342189,Ki,100.0,nM,O=C(Nc1nc2ccccc2s1)c1cccc2c1CN(c1nc(C(=O)O)c(CCOc3cccc(-n4ncc5cncnc54)c3)s1)CC2
CHEMBL4069319,Ki,920.0,nM,CC(C)CC(NC(=O)c1cn(Cc2ccc(-c3ccc(Cl)cc3)cc2)c2ccccc12)C(=O)NS(=O)(=O)c1ccccc1
CHEMBL4097046,Ki,10000.0,nM,O=C(NC(Cc1ccc(OCc2ccc([N+](=O)[O-])cc2)cc1)C(=O)NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1)c1cn(Cc2ccc(-c3ccccc3)cc2)c2ccccc12
CHEMBL4100020,Ki,10000.0,nM,COc1ccc(-c2ccc(Cn3cc(C(=O)NC(Cc4ccccc4)C(=O)NS(=O)(=O)c4ccc(Cl)c([N+](=O)[O-])c4)c4ccccc43)cc2)cc1
CHEMBL3971226,Ki,4400.0,nM,O=C(CCc1ccccc1)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1
CHEMBL3902269,Ki,2600.0,nM,O=C(C=Cc1cccc(C(F)(F)F)c1)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1
CHEMBL1940668,Ki,1700.0,nM,O=C(Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1)c1ccccc1
CHEMBL4572199,Ki,74000.0,nM,CCc1sc2ncnc(NC(C)C(=O)O)c2c1CC
CHEMBL4472592,Ki,4100.0,nM,CCc1sc2nc(-c3cccnc3)nc(NC(C)C(=O)O)c2c1-c1cccc(Oc2ccc(F)cc2)c1
CHEMBL4450255,Ki,24000.0,nM,CCc1sc2ncnc(NC(Cc3ccccc3)C(=O)O)c2c1-c1cccc(Oc2ccc(F)cc2)c1
CHEMBL4455139,Ki,470000.0,nM,CCc1sc2ncnc(NC(C(=O)O)c3ccccc3)c2c1-c1cccc(O)c1
CHEMBL4464302,Ki,5400.0,nM,C=C(C)c1sc2ncnc(NC(Cc3ccccc3)C(=O)O)c2c1-c1cccc(Cl)c1C
CHEMBL4448439,Inhibition,4.0,%,CC(Nc1ncnc2scc(-c3cccc(O)c3)c12)C(=O)O
CHEMBL3930124,Ki,51.7,nM,CN(C)CCC(CSc1ccccc1)Nc1sc(S(=O)(=O)NC(=O)c2ccc(N3CCN(CC=C(c4ccccc4)c4ccccc4)CC3)cc2)cc1[N+](=O)[O-]
CHEMBL3942247,Ki,392.53,nM,O=C(NCc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)s1)c1ccccc1
CHEMBL3948854,Ki,0.649,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4cc([N+](=O)[O-])c(NCCCN5CCCC5)s4)c(Oc4ccc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3947773,Ki,293.81,nM,CN(C)CCC(CSc1ccccc1)Nc1sc(S(=O)(=O)NC(=O)c2ccc(N3CCC(=Cc4ccccc4C(F)(F)F)CC3)cc2)cc1[N+](=O)[O-]
CHEMBL3137309,EC50,3.0,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3265296,Ki,23840.0,nM,O=C(O)CSc1cc(NS(=O)(=O)c2ccccc2-c2ccccc2)c2ccccc2c1O
CHEMBL3701398,IC50,24.4,nM,Cc1c(C(=O)N(c2ccc(O)cc2)c2ccnc(C#N)n2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3CC2CN2CCOCC2)n1C
CHEMBL3701349,IC50,6.1,nM,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C)c2)cc(-c2cc(F)ccc2C(=O)N2Cc3ccccc3CC2CN2CCOCC2)n1C
CHEMBL3701347,IC50,21.9,nM,Cc1c(C(=O)N(c2ccccc2)c2cnc3c(ccn3C)c2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4CC2CN2CCOCC2)OCO3)n1C
CHEMBL3701311,IC50,5.2,nM,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C)c2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4CC2C)OCO3)n1CCN(C)C
CHEMBL3701319,IC50,50.0,nM,Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2ccc(CNC(=O)COc3ccccc3)cc2C(=O)N2Cc3ccccc3CC2C)n1C
CHEMBL3650555,Ki,32.26,nM,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)cc1Oc1ccc2[nH]cc(CCC(=O)N3CCOCC3)c2c1
CHEMBL3650577,Ki,0.428,nM,O=C1CCc2c(cccc2Oc2cc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)ccc2C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c([N+](=O)[O-])c2)N1
CHEMBL3933269,Ki,743.18,nM,CC(=O)N=c1sc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)nn1C
CHEMBL3947557,Ki,408.57,nM,O=C(NS(=O)(=O)N1CCOCC1)c1ccc(N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)cc1
CHEMBL3701363,IC50,21.1,nM,COc1cc(-c2cc(C(=O)N(c3ccc(O)cc3)c3cnn(C)c3)c(C)n2C)c(C(=O)N2Cc3ccccc3CC2CN2CCOCC2)cc1F
CHEMBL3701385,IC50,14.7,nM,Cc1c(C(=O)N(c2ccc(O)cc2)c2cc3ccn(C)c3cn2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3CC2CN2CCOCC2)n1C
CHEMBL3961062,Ki,0.071,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC5CCN(CC(F)(F)F)CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3925160,Ki,0.01,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4cnc(NOCC5CC6CC5CC6(C)O)c(Cl)c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL2030856,IC50,20.0,nM,CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1ccc(CCO)cc1
CHEMBL4518971,Ki,520.0,nM,COc1ccc2c(c1)c(CC(=O)NC(Cc1ccc(OCc3ccccc3)cc1)C(=O)NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1)c(C)n2C(=O)c1ccc(Cl)cc1
CHEMBL3948609,IC50,271.77,nM,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3cccc4nonc34)cc2C(=O)N2Cc3ccccc3CC2CO)n1
CHEMBL3894163,IC50,30.0,nM,CCCN(CCC)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4cccc(Cl)c4c3)cc2C(=O)N2Cc3ccccc3CC2CO)c(C(F)(F)F)c1Cl
CHEMBL3948036,IC50,370.43,nM,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3cccc(Cl)c3Cl)cc2C(=O)N2Cc3ccccc3CC2CO)n1
CHEMBL3654170,Ki,0.03,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCCCN5CCCC5)c([N+](=O)[O-])c4)c(Oc4cccc(Cl)c4F)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3654174,Ki,11.83,nM,CC1(C)CCC(CN2CCN(c3cccc4c3CCN(c3ccc(C(=O)NS(=O)(=O)c5ccc(NCC6CCOCC6)c([N+](=O)[O-])c5)c(OC(=O)OC(C)(C)C)c3)C4)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3650616,Ki,0.177,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC5CCN(Cc6ccsc6)CC5)c([N+](=O)[O-])c4)c(Oc4cccc(F)c4F)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3703604,IC50,2.0,nM,O=C(NS(=O)(=O)c1ccc(NC(CCN(CCOP(=O)(O)O)CCOP(=O)(O)O)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCC(C(O)c3ccccc3-c3ccc(Cl)cc3)CC2)cc1
CHEMBL3703609,IC50,3.0,nM,CCN(CCO)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC(C(N)c4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1S(=O)(=O)C(F)(F)F
CHEMBL3703614,IC50,7.0,nM,N#CC(c1ccccc1-c1ccc(Cl)cc1)C1CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NC(CCN4CCOCC4)CSc4ccccc4)c(S(=O)(=O)C(F)(F)F)c3)cc2)CC1
CHEMBL3703628,IC50,38.0,nM,NCC(=O)NC(c1ccccc1-c1ccc(Cl)cc1)C1CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NC(CCN4CCOCC4)CSc4ccccc4)c(S(=O)(=O)C(F)(F)F)c3)cc2)CC1
CHEMBL3959326,Ki,0.01,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(OCC5(F)CCOCC5)c([N+](=O)[O-])c4)c(Oc4cc5ccnc-5n(COP(=O)(O)O)c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL4244705,Ki,1500.0,nM,CC(C)(C)OC(=O)NC(Cc1ccc(OCc2ccccc2)cc1)C(=O)NS(=O)(=O)c1ccc(NCCCc2ccccc2)c([N+](=O)[O-])c1
CHEMBL4238490,Ki,700.0,nM,CC(C)(C)OC(=O)NC(Cc1ccc(OCc2ccc(Oc3ccccc3)cc2)cc1)C(=O)NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1
CHEMBL4533471,IC50,1940.0,nM,N#CC1=C(NCCC(=O)NCCCCCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)c2ccc(Sc3ccc(Br)cc3)c3cccc(c23)C1=O
CHEMBL3628508,Ki,50000.0,nM,O=C(Nc1ccc(O)cc1)C(Cc1ccccc1)N1C(=O)NC(Cc2ccc(-c3ccc(Cl)cc3)cc2)C1=O
CHEMBL3629649,Ki,50000.0,nM,O=C(O)C(Cc1ccccc1)N1C(=O)NC(Cc2ccc(-c3ccnc(F)c3)cc2)C1=O
CHEMBL3703600,IC50,0.3,nM,CN(CCO)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC(C(O)c4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1S(=O)(=O)C(F)(F)F
CHEMBL3703612,IC50,3.0,nM,O=C(NS(=O)(=O)c1ccc(NC(CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCC(C(O)c3ccccc3-c3ccc(Cl)cc3)CC2)cc1
CHEMBL3965818,Ki,0.094,nM,CCN1CCOCC1COc1ncc(S(=O)(=O)NC(=O)c2ccc(N3CCN(CC4=C(c5ccc(Cl)cc5)CC(C)(C)CC4)CC3)cc2Oc2cnc3[nH]ccc3c2)cc1Br
CHEMBL3703625,IC50,1.0,nM,COP(=O)(O)OC(c1ccccc1-c1ccc(Cl)cc1)C1CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NC(CCN4CCOCC4)CSc4ccccc4)c(S(=O)(=O)C(F)(F)F)c3)cc2)CC1
CHEMBL3650666,Ki,0.077,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC5CCN(CCN6CCOCC6)CC5)c([N+](=O)[O-])c4)c(Oc4cccc(Cl)c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3654053,Ki,0.191,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5COCCO5)c([N+](=O)[O-])c4)c(Oc4cc5cc[nH]c5cc4F)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3650524,Ki,0.03,nM,CN1CCC(Nc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(Cl)cc6)CC(C)(C)CC5)CC4)cc3Oc3ccccc3Br)cc2[N+](=O)[O-])CC1
CHEMBL3650545,Ki,0.43799999999999994,nM,Cc1c[nH]c2cccc(Oc3cc(N4CCN(CC5=C(c6ccc(Cl)cc6)CC(C)(C)CC5)CC4)ccc3C(=O)NS(=O)(=O)c3ccc(NCCCN4CCOCC4)c([N+](=O)[O-])c3)c12
CHEMBL3650547,Ki,0.52,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC5CCN(C6CC6)CC5)c([N+](=O)[O-])c4)c(Oc4ccccc4Cl)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3654018,Ki,0.105,nM,CC(C1=C(c2ccc(Cl)cc2)CC(C)(C)CC1)N1CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cc4cc[nH]c4cc3F)c2)CC1
CHEMBL3654019,Ki,0.09699999999999999,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCCCN5CCNC(=O)C5)c([N+](=O)[O-])c4)c(Oc4cc(F)cc5[nH]ccc45)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3654044,Ki,17.21,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4ccc(O)nc4)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3342333,Ki,88.0,nM,CN(C)CC#Cc1ccc(OCCCc2sc(N3CCc4cccc(C(=O)Nc5nc6ccccc6s5)c4C3)nc2C(=O)O)cc1F
CHEMBL3940819,Ki,0.01,nM,COC1CCC(CNc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(Cl)cc6)CC(C)(C)CC5)CC4)cc3Oc3cc4ccnc-4n(COP(=O)(O)O)c3)cc2[N+](=O)[O-])CC1
CHEMBL376408,IC50,7.0,nM,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-]
CHEMBL2398262,IC50,10000.0,nM,O=C(O)c1ccnc(-c2ccc3c(c2)C(=NNc2nc4ccccc4s2)CCC3)n1
CHEMBL4646299,Ki,2700.0,nM,CONC(=O)C1CC=C(CCC=C(C)C)CC1c1ccccc1
CHEMBL4635324,Ki,700.0,nM,CC(C)=CCCC1=CCC(C(=O)NO)C(c2ccccc2)C1
CHEMBL4647892,Ki,23000.0,nM,COC(=O)CCNC(=O)C1CC=C(CCC=C(C)C)CC1c1ccccc1
CHEMBL4640067,Ki,23000.0,nM,CC(C)=CCCC1=CCC(C(=O)Nc2ccc(C(=O)O)cc2)C(c2ccccc2)C1
CHEMBL4648756,Ki,2200.0,nM,CC(C)=CCCC1=CCC(C(=O)Nc2ccc(C(=O)O)cc2)C(c2ccccc2)C1
CHEMBL4637035,Ki,23000.0,nM,CC(C)=CCCC1=CCC(C(=O)Nc2ccc(O)cc2)C(c2ccccc2)C1
CHEMBL3974550,IC50,253.16,nM,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])CCN3C(=O)c4ccccc4C3=O)cc2C(=O)N2Cc3ccccc3CC2CO)n1
CHEMBL3923860,Ki,0.174,nM,CN1CCC(Nc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(Cl)cc6)CC(C)(C)CC5)CC4)cc3Oc3cc4cc[nH]c4cc3C(F)(F)F)cc2[N+](=O)[O-])CC1
CHEMBL3653991,Ki,1.085,nM,CN1CCC(Nc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(Cl)cc6)CC(C)(C)CC5)CC4)cc3Oc3ccc4nc(N)sc4c3)cc2[N+](=O)[O-])CC1
CHEMBL3654000,Ki,0.124,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cc5cc[nH]c5cc4F)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3654013,Ki,0.435,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cc5cc[nH]c5cc4F)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3650504,Ki,14.05,nM,CN(C)c1cccc(Oc2cc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)ccc2C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c([N+](=O)[O-])c2)c1
CHEMBL3650531,Ki,0.062,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC5CCN(C6CCOCC6)CC5)c([N+](=O)[O-])c4)c(Oc4cccc(F)c4F)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3650667,Ki,0.552,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5(N)CCOCC5)c([N+](=O)[O-])c4)c(Oc4ccccc4Cl)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3653974,Ki,0.01,nM,CN1CCC(Nc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(Cl)cc6)CC(C)(C)CC5)CC4)cc3Oc3cc(F)cc4[nH]ccc34)cc2[N+](=O)[O-])CC1
CHEMBL3653976,Ki,1.338,nM,CN1CCN(Nc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(Cl)cc6)CC(C)(C)CC5)CC4)cc3Oc3ccc(O)cc3Cl)cc2S(=O)(=O)C(F)(F)F)CC1
CHEMBL3653978,Ki,0.031,nM,CN(C)CCCNc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(CC4=C(c5ccc(Cl)cc5)CC(C)(C)CC4)CC3)cc2Oc2cccc3[nH]cc(CN4CCN(C)CC4)c23)cc1[N+](=O)[O-]
CHEMBL3919771,Ki,282.11,nM,Cc1nc(C)c(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)s1
CHEMBL3986326,Ki,0.01,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC5CCS(=O)(=O)CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3978114,Ki,0.01,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC5CCN(CC(F)(F)F)C5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3417408,Ki,4200.0,nM,CCOc1ccccc1NN=C1C(=O)N(c2cccc(-c3ccc(N(C)C)cc3)c2)N=C1C
